Comment,Time
"Wow, he's really stuck on 'what is a woman?'",2022-03-25T23:55:04Z
"'I don't do dictionary, I do politics...'  Isn't that the simplest and moire creative arguing closing you've heard in a long time. This is a  drop the microphone to the floor kind of closing. Then, you walkout.",2022-03-25T23:39:01Z
Americans realize now that the democrat truly went into lala land when the Democratic party and all voters actually think the lion king is a documentary..,2022-03-25T23:36:08Z
"This is why the right-wing is so infuriating, it’s just all nonsense, bullshit, useless debates about suit that doesn’t matter.",2022-03-25T23:35:16Z
So what were Amy Coney Barrett's qualifications again. Not even close to 'Qualified',2022-03-25T23:34:14Z
"Next time, it will be smart to prepare yourself better if you are going to debate Pakman.",2022-03-25T23:30:30Z
"Michael continues to push the cultural war, while David focused on the substance of the conversation",2022-03-25T23:28:24Z
"If your going to make her answer that question then you have to make every sitting judge on there now answer that question. That really needs to be a discussion for them to have and define cause it seems like it may need to be defined. But until that happens, it does not seem right to make her answer when it is a non-entity question out there.",2022-03-25T23:23:06Z
2nd rate Scott baio getting owned by Parkman is my new favorite clip,2022-03-25T23:17:57Z
The right lives in utter fear of what they don’t understand,2022-03-25T23:17:53Z
I rewinded it. He is backtracking.,2022-03-25T23:14:05Z
Michael definitely took this one. Would be really great for David to define the words he uses instead of running away out of fear of getting cornered.,2022-03-25T23:05:25Z
"David Sir, you performed very strongly in this appearance and I hope you keep getting invited.",2022-03-25T23:04:11Z
"It is so sad these people care for the wrong things in life...what a moron for sure, but this shows the conservative mind",2022-03-25T22:57:48Z
My 75 yr old mother doesn’t produce eggs. I guess she’s not a women anymore…😢,2022-03-25T22:54:44Z
"What a waste of time, I can't believe he focused his whole interview with you about this one question about the legal definition of a woman. Unfortunately it's these type of hot button issues the right seems consumed with in modern politics. The funny thing is the people who seem most concerned about the legal definition of what a woman is ...are men.",2022-03-25T22:50:34Z
This guy got CLOWNED on his own show,2022-03-25T22:47:29Z
A woman is an individual that experiences the world as a woman.  How hard is that to understand?!,2022-03-25T22:45:03Z
"It amazes me how many Right-wingers are still unable to separate the concepts of sex and gender.  The latter is a socio-linguistic construct to allow us to identify ourselves, each other, and to communicate things that relate to gender.  Most children know the difference before they hit puberty FFS 🤦‍♂️",2022-03-25T22:44:58Z
"Wow, I had so much more hope for the substance of this (obviously not Davids fault as the interviewee). Like, okay, we know trans issues will be coming to the court soon, lets move the hell on in the meantime until we can read their opinions on a case. Asking 'what's a woman?'  is such an obvious obfuscation its embarrassing. Can we not talk about real issues anymore? Where is the scholarship, the critique of institutions, the constructive takes, the reference to theory or history? Its all petty culture war between puppets played by their corrupt, establishment political masters.",2022-03-25T22:42:58Z
"Makin us proud, David! These clowns tend to pick little things, spin them to fit their narrative and focus on it from a point of view where they can only be offended. Notice how often he steps in when you’re speaking? It’s because he knows he’s viewers are ignorant, but ignorance can only hold its strength for so long before logic starts chipping away at it, and when you start making too much sense, he’s gotta get his listeners back on track…the “don’t listen to the lib, he thinks there’s no difference between women and men” track",2022-03-25T22:42:31Z
"whats his definition then ? should have asked him, would have been interesting.....and funny",2022-03-25T22:35:57Z
"Well done, sir.",2022-03-25T22:35:36Z
Poor Mikey.,2022-03-25T22:29:03Z
His attempt to define woman “female human capable of giving birth” leaves out so many women'So many bad faith questions and good on you david for not letting him backtrack on things,2022-03-25T22:24:15Z
That was awesome 👌,2022-03-25T22:23:32Z
The false dichotomies Republicans get hung up on only betrays their limited intellects.,2022-03-25T22:21:55Z
"Sure, it might be useful to have a useful legal definition of what a woman or man is.  It might also be useful to move in the opposite direction, and have no legal definition for either, and move towards making the law operate effectively with individuals being given 'personhood' or something.  Obviously there would be complications with present laws meant to protect women, and we would have to make sure that the new laws don't leave any blind spots.  I don't see why in an ideal government it would be necessary to recognize sex or gender, and with properly written laws why there would be an inherent need to have an M or F on any form of ID or certificate.  I understand that it may be a necessity under some present circumstances.  I just can't think of any reason why there would be 'no way around' having a legally recognized sex, other than 'people just need that identity'.''For instance, if there was no such legal thing as marriage, there would be no marriage inequality.  Forgive my libertarian take on that issue.  I do believe that if there is to be marriage, any adult should be able to marry any other adult.  I am pro LGBTQ in every way, just speculating on how these 'issues' (I don't think they are problems in the way that Michael does) could be resolved with legal simplicity and consistency.",2022-03-25T22:20:05Z
"Im normaly on david's side almost all the time. But i think its starting to happen that when he debates with people on the right, he already goes in thinking that its not gonna be a 'good faith' debate. And it shows clearely at i think around 'https://www.youtube.com/watch?v=dwOSlwtyA_M't=6m20s"">6:20' or 'https://www.youtube.com/watch?v=dwOSlwtyA_M't=6m30s"">6:30'. Its clear to me that he took what the other guy said the wrong way.",2022-03-25T22:18:07Z
I’ll never get these 11 mins of my life back. Totally useless conversation.,2022-03-25T22:17:35Z
wow. michael knowles got absolutely embarrassed....holy shit.,2022-03-25T22:06:27Z
Hmmm…''“ This is not interesting'“ I dont define words'“ I can see the future and its not relevant'“ Its good politics not to answer'“ it may be bad faith to even talk about this'“ There is no current legal definition so y ask'“ Dictionaries are arbitrary'“ Asking this is just a rhetorical device''Not one substantive point. 'Just refusal to engage. 'And his crowd cheers. Amazing.,2022-03-25T22:00:40Z
Trying to debate someone from a right wing talk show is both and excercise in futility and a form of self punishment.  You might as well bash yourself in the head with a hammer.....you'll come out with about the same result.,2022-03-25T21:59:36Z
"I fucking love David, he talks in such a calm tune, but he bites. This is who MSNBC should replace Rachael Maddow with, but they are too ignorant to see the potential",2022-03-25T21:56:47Z
"I haven't been able to stand Michael Knowles for years, so seeing him put in his place is 'chef's kiss'",2022-03-25T21:56:44Z
Good debate - I don't watch Michael Knowles Show but I watch Ben Shapiro so I know of him.  He's a decent debater and I like listening to him from time to time.,2022-03-25T21:54:53Z
"Physically there are males; females; hermaphrodites; genetic males whose physiology did not develop male genitals such as South African runner, Caster Semenya; etc. Then there are those non physical traits of heterosexuality, homosexuality, bisexuality, etc. The point is, just because you've never seen a body of water bigger than a pond doesn't mean it is impossible.Wake up.",2022-03-25T21:53:51Z
So leftists cant be scotus but the right gets to say their politics doesnt factor in and go off to secret federalist society club meetings r with moscow mitch to help him politically .... the hypocracy is sickening .......,2022-03-25T21:41:23Z
I enjoyed the dialogue.  A reasonable tone between both.,2022-03-25T21:37:45Z
that blackburnbitch got away with saying crt is taught to children at several grade levels ' no one challenged her intentional lie,2022-03-25T21:37:21Z
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=9m51s"">9:51' - '.. I'm not giving you the game of something to specifically define...''https://www.youtube.com/watch?v=dwOSlwtyA_M't=10m06s"">10:06' - '...do you have a working definition you would use?''*'HILARIOUS!!!",2022-03-25T21:32:02Z
Pakman is so good at debating. Hope he does more!,2022-03-25T21:23:55Z
"What a waste - just culture war nonsense.  Didn’t want to talk about anything but “woman.”  Dishonest premise from Blackburn, dishonest premise from “this guy.”",2022-03-25T21:22:27Z
Didn't go well for David p,2022-03-25T21:21:31Z
"These conservatives want to launch critical sex theory and critical gender theory, the need to codify sex and gender into the law and how those theories work.",2022-03-25T21:16:45Z
Don't these people understand by now that having you on isn't gonna be good for them?,2022-03-25T21:12:22Z
I guess the question was just as relevant as Corry Booker asking Kavanaugh if he drank during the week when he was in college.,2022-03-25T20:57:30Z
"3- Laws protecting women are less about genitalia and more about general discrimination.  2- Definitions change. When science can genetically alter cells to produce asexually reproducing humans, the definition of  'woman' might need an update.  1- Who is hurt more by the definition of 'woman' -- Michael or a trans woman? Think of how each can be hurt (physical, emotional, social) and let's help the one suffering the most.",2022-03-25T20:56:27Z
Gambling goes against his “Christianity”,2022-03-25T20:56:05Z
Got heem,2022-03-25T20:55:20Z
"Why does he care so much, call yourself a man, though he doesn’t act according to his definition of what that is.",2022-03-25T20:55:17Z
"Michael Knowles is selling you shit. Same with James Lindsay, Matt Walsh, Ian Miles Cheong, Sameera Khan, Andy Ngo, Candace Owens, Steven Crowder, and Charlie Kirk. All backed and funded by billionaire money and media training, all grifters.",2022-03-25T20:49:05Z
"It seems to me like she could have just said her definition is 'an adult female human being.' Also, I'm not sure there should be a legal definition of woman, because laws should apply equally to all people, regardless of any subcategory. Isn't that what we claim America is all about? Or am I missing something? Not a rhetorical question. I understand there are certain protections for certain groups of people, but if we could replace all the intricacies with a general 'don't discriminate against any person', it seems like that would be ideal.",2022-03-25T20:47:11Z
Awesome Job David!,2022-03-25T20:45:36Z
"Why don't we just ask it back, then pick it apart unrelentingly? Cause there's no set definition AND THATS THE POINT! (other then anyone who identified as one)",2022-03-25T20:43:39Z
F,2022-03-25T20:37:16Z
How do these two stay so calm this far into the convo.,2022-03-25T20:36:28Z
"David, that was very well managed. Notice that it's almost certainly in every case,  conservatives will make personal attacks on people they perceive as ideological enemies.  They often focus their attention on finding or inventing something their followers can hate about that person. Almost never it's about ideas because ideas are not as easy to hate as real people are. Great job on getting back on the issue of a Supreme Court confirmation process, rather on the current individual, in this case, Justice Ketanji Brown Jackson.",2022-03-25T20:25:18Z
Title 9 says nothing about women. It protects discrimination on the basis of sex.,2022-03-25T20:21:36Z
"It was never a good faith question by Blackburn to begin with, it was meant to box the nominee in with a gotcha moment. I'm sure it could have been answered or discussed in good faith but it was never going to be that so the wisest course was not to play the game.",2022-03-25T20:19:27Z
"Right on David, you killed it!",2022-03-25T20:19:18Z
It’s almost like he has no emotional or logical connection to what is being talked about. David talks for 3 minutes straight on why defining random words is a waste of time and then ends with asking him to define a word.,2022-03-25T20:18:10Z
The definition of a woman is a adult female.. what is the problem?,2022-03-25T20:17:58Z
"If you asked any Republican, “what is a black person,” in the context of “black people are protected under the constitution” they would say something, and they would be wrong, because words are fluid. If we want to focus on percentage of melanin, then we’ve digressed from the (US based) historical context of an African descendent. But if anyone with a percentage of melanin is black, that means some African descendants aren’t black and some black people aren’t from Africa. ''These people act like 1) people will just Willy nillie identify as a woman without any reason to do so other than for the memes. And 2) that there is large portion of non-binary humans in the US who want to identify as a woman but can’t give birth (full well knowing some women are born without the ability to reproduce or “have eggs” as Michael says). ''It’s bad faith, it’s ridiculous to use this artificially hyped culture war topic as the single most important identifying factor as to whether Ms. Brown is qualified to be a judge. ''There’s no other way to describe it than ignorant or bad faith.",2022-03-25T20:15:16Z
When asked “what is a woman” the answer is “there are so many variables and hypotheticals that go into answering this that there is no way to answer the question without context”. Is a hermaphrodite legally a man or a woman?  How about men born with XXY chromosomes?  How about women born without reproductive systems?  There’s no simple answer. There are so many different cases that need context before an answer can be given.,2022-03-25T20:14:55Z
Michael Knowles doesn't even know what Title IX says. It mentions nothing about women. It states that no one can be discriminated based on sex. This guy is a dishonest right-wing idiot,2022-03-25T20:14:21Z
"Could've done better to be honest. Should have showed how it's actually difficult to rigidly define the word woman which is true. And when he asked for a definition, should have given him a general definition but also bring attention to edge cases so that they question their pre conceived beliefs.''You did alright but i think you didn't convince anyone and right wingers saw you as dishonest or a crazy person.",2022-03-25T20:06:50Z
David is a completely ignorant,2022-03-25T19:58:15Z
"According to this host, if a woman doesn't produce eggs she is not a woman. I guess that there are a lot of woman who cease to be a woman as they grow older. And for other women....do we have to count their eggs to decide how womanly they are on some egg-production sliding scale?",2022-03-25T19:55:18Z
the right wing cult strikes again.  there is something seriously wrong with them,2022-03-25T19:55:00Z
Why oh why do right wing people get so hung up on sexual matters? This issue just doesn't impact in practical terms on the vast majority of Americans. The group in question is the tiniest of percentages of the population. Why make them suffer? Why is the party of 'small government' seeking to impose itself on every sexual and gender matter? And why is it seeking to criminalise so many ordinary folk aand bring fear into their lives? I just do not get it.,2022-03-25T19:52:38Z
"Great job David. I think when Michael said “I don’t need to be a meteorologist to know it is raining”, you could have trapped him by saying if a single drop falls from the sky, is it raining? What about 10? 100? That is the same trap for defining a woman",2022-03-25T19:50:46Z
"'Lets bring David Pakman on just to make sure we're not strawmanning anything' and then proceeds to strawman argue the whole time. Knowles sits there and lies and distort the quotes to make his argument seem more legit than the absolute truths Pakman is countering him with. 'https://www.youtube.com/watch?v=dwOSlwtyA_M't=9m30s"">9:30' And as a bonus, Michael Knowles says he doesn't believe a word Pakman says. So what was the point of this?",2022-03-25T19:50:27Z
Wipe that smirky smile off your face young man 😏,2022-03-25T19:48:59Z
"“All she asked was what a woman is , from legal perspective a constitutional perspective a philosophical perspective",2022-03-25T19:46:28Z
"I liked David before this and now I love him.  Talk about making the guy look like a dealer of straw-men.  Well done, Mr. Pakman, well done.",2022-03-25T19:46:21Z
I don't do dictionary. Perfection.,2022-03-25T19:40:35Z
Can we get Pakman as a guest on every right-wing media show?,2022-03-25T19:38:08Z
I thought it went well. Two people respectfully disagreeing on issues and intellectual approach. Where is the problem?,2022-03-25T19:34:27Z
Left = intelligent. Right = selfish reactionery idiot.,2022-03-25T19:33:01Z
OMH seriously 😐 😳,2022-03-25T19:32:50Z
"People who don't have an argument that can stand on its own rely on technicalities and specific definitions, let's just treat everyone with respect until they do something that's harmful to others",2022-03-25T19:30:09Z
The GOP is aging like fine milk.,2022-03-25T19:29:45Z
"Good job Michael! You were way more professional and on point. David Pakman is right, the debate didn't go well-for David. Michael Knowles was way too nice.",2022-03-25T19:27:40Z
That was really well handled. Giga-chad move pointing out the bad faith actor making bad faith arguments for gotchas rather than having an interesting conversation.,2022-03-25T19:27:28Z
"I would have said:'If politics were in good faith, if the voting was going to be in good faith, where the Republican Senators were going to honestly base their votes on whether they thought she was qualified, then it would have made some sense for her to give a good faith essay on the cultural battle over the definition of a Woman, how that can affect the interpretation of laws, and how that it likely to play out in the future.  It would have been politically dangerous to do that, and it might arguably be putting too much pre-judgement into how cases are likely to be heard, but I can imagine it.''But in a country where no almost no Republican politician is speaking or acting in good faith, where party and dishonest rhetoric is considered more valuable than duty and governance, there would be NO reason for her to answer a bad faith question with a good faith answer.''Or shorter: 'The question had only ill intentions.  To give a good faith answer to bad faith question is suicidal.'''Actually, if you think about it, answering 'I'm not a biologist' is subtly taking an anti-trans side, because it's implying that the definition is biological not cultural or psychological.  You both missed that.''That answer may be subtly more on the anti-trans side than on the trans side of the politics.",2022-03-25T19:26:44Z
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=6m36s"">6:36' - Michael: 'But all Marsha Blackburn asked was: Just tell me what a woman is. From a legal perspective, a constitutional perspective, a philosophical perspective.''''https://www.youtube.com/watch?v=dwOSlwtyA_M't=6m51s"">6:51' - David: 'But you just asserted that she said she wanted the legal and philosophical, she never said that.''Michael: 'No no no, I didn't say that.' Attempts to cut David off repeatedly.'''https://www.youtube.com/watch?v=dwOSlwtyA_M't=7m21s"">7:21' - Michael: 'You're misrepresenting what I said.'''Seriously, Michael can't even remember the lie he said less than a minute ago. Or he can and is upset he got called out on it. I think we all know which is the case.",2022-03-25T19:26:12Z
"The host is trying his darndest to provoke a bad faith argument on defining women and the thing is, David is giving him the exact reason as to why it doesn't matter and why that kind of questioning does nothing but put blame at the define for later accusation. Essentially gaslight tactics.",2022-03-25T19:25:51Z
"Good job, David",2022-03-25T19:25:32Z
"Sex Redefined: The Idea of 2 Sexes Is Overly Simplistic''As a clinical geneticist, Paul James is accustomed to discussing some of the most delicate issues with his patients. But in early 2010, he found himself having a particularly awkward conversation about sex.'A 46-year-old pregnant woman had visited his clinic at the Royal Melbourne Hospital in Australia to hear the results of an amniocentesis test to screen her baby's chromosomes for abnormalities. The baby was fine—but follow-up tests had revealed something astonishing about the mother. Her body was built of cells from two individuals, probably from twin embryos that had merged in her own mother's womb. And there was more. One set of cells carried two X chromosomes, the complement that typically makes a person female; the other had an X and a Y. Halfway through her fifth decade and pregnant with her third child, the woman learned for the first time that a large part of her body was chromosomally male. “That's kind of science-fiction material for someone who just came in for an amniocentesis,” says James.'Sex can be much more complicated than it at first seems. According to the simple scenario, the presence or absence of a Y chromosome is what counts: with it, you are male, and without it, you are female. But doctors have long known that some people straddle the boundary—their sex chromosomes say one thing, but their gonads (ovaries or testes) or sexual anatomy say another. Parents of children with these kinds of conditions—known as intersex conditions, or differences or disorders of sex development (DSDs)—often face difficult decisions about whether to bring up their child as a boy or a girl. Some researchers now say that as many as 1 person in 100 has some form of DSD.''Could you be a Chimera?'''https://youtu.be/8WsF9Z4B7T8"">https://youtu.be/8WsF9Z4B7T8'",2022-03-25T19:25:01Z
Michael Knowles is such a hack and a slimeball. I can not believe you went on there and even gave him the time of day.,2022-03-25T19:23:31Z
'We could go down a tagent of pescriptivism versus descriptivism'......'Ok how about you deal with that while the rest of us try to make sure people dont die of starvation in the 'richest most democratic country in the world'?,2022-03-25T19:17:35Z
Michael had to run away when he realised he didn't know what descriptive vs prescriptive meant.,2022-03-25T19:17:01Z
"He's making it controversial to be trans. Just let someone live as they want. Jesus, they went off topic because of that guy copying David's show.",2022-03-25T19:16:09Z
They're obsessed with definitions because they want to weaponzie them. That's it.,2022-03-25T19:14:51Z
“I’m just sorta kidding around”. DP''After calling him either ignorant or dishonest lol.,2022-03-25T19:14:33Z
I rewound and he did say the legal and philosophical def,2022-03-25T19:11:29Z
Sure there wasn't much substance in this interview but I appreciate that the interviewer was at least cordial.,2022-03-25T19:11:09Z
David made a fool out of this right-wing suck up!!! You're the freaking best David! Keep up the good fight please!!!,2022-03-25T19:10:30Z
Confucius say.... Never trust a gambling man,2022-03-25T19:07:14Z
"Honestly, I enjoyed it. Conservatives need more people like David to interview with them to show the world how disingenuous they are.",2022-03-25T19:07:06Z
I thought you did great!,2022-03-25T19:06:07Z
"So, a woman is NOT someone who is not a man. That's exactly why this dude is arguing bad faith. He sees the world in binaries and doesn't realize that gender and sex now biologically is a continuum. This is what science tells us. A contiunuum with two spikes, but not binary definitions. We absolutely know what a woman or a many is and it's NOT defined as NOT being the other thing, because there are many more ways to be.''He's so disingenous in his way to frame the discussion, that it's literally disgusting. He doesn't actually want to discuss different views but only want to narrate and discuss why you and KJB's views are wrong, brings about the end of society and all the usual extreme right wing nonsense they always spew.''He's not dumb, mind you. His strategy is very effective and the most effective way is to go on the counter attack. 'Do you believe in science?' If yes, then why do you continue to baselessly parrot old and disproven talking points and if no, why don't you portray science on this matter truthfully?''Put him in a corner, where he has to defend his arbitrary cherrypicking, straw manning and ad hominem attacks.",2022-03-25T18:59:24Z
Love this,2022-03-25T18:59:02Z
What progressive content creator refuse to come on? I want names.,2022-03-25T18:58:02Z
I actually listen to both David and Michael and respect both of their opinions on just about everything less so with Michael though... its interesting to see them talking to each other lol,2022-03-25T18:57:44Z
"Omg, unbelievable",2022-03-25T18:57:19Z
this obsession about this question is like their obsession with genitalia when the subject is transgender. these are small people,2022-03-25T18:55:59Z
'It's a unique pleasure to be here' - so refreshing instead of the current fad of 'thanks for having me'.,2022-03-25T18:54:54Z
I only have one question does she like beer,2022-03-25T18:52:27Z
"Sorry,  but give me a break with all this right wing outrage.  YTF are these people so up in arms about how others live their lives?  It's not like any of them actually give a poopin about anybody but themselves.  So hypocritical to say 'my body,  my right' when it comes to vacccines but then essentially say 'your body,  my rights' when it comes to a woman's right to choose... or vote,  if you're a minority... or the environment... or Christianity.  Good work,  David. I like the way you handled the host's spin.",2022-03-25T18:52:11Z
"Right wingers can’t have a guest they disagree with, and be generous and let them speak",2022-03-25T18:51:34Z
"hearing david debate, is like listening to the angels sing i !! sooo good !!",2022-03-25T18:50:25Z
"It's hilarious how David explains how conservatives like to ask for a definition and then use it to back someone into a corner, and then Knowles immediately does exactly that.",2022-03-25T18:49:59Z
"I’m over 55, a voting independent and have family ' ancestors who were educators, doctors, farmers, family who served in the Continental Army, fought on both sides of the American civil war, served the U.S and global free democratic process as a WWII fighter pilot, a father who served post Korea era as an armored infantry medic before returning to civilian life. I am sick and tired of treasonous brown shirt bigots who claim to be American patriots when it is indeed they who are the slanderous traitors against freedom and the democratic process. Disgusting hypocrites. My words here not your’s but let’s call it what it is. Well done 'D. Packman",2022-03-25T18:48:21Z
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=6m38s"">6:38'",2022-03-25T18:48:17Z
"If god didn’t want gays ' lesbians ' others in the world,then why would he have created them.!Who then are we to question god ' his work.??!!And if one of them live next door to any of you,god also said in the Commandments to”Love your neighbour as yourself”.!!Thats one for all those supposed religious bigoted conservatives out there.!!!🧐🙄🤨😡",2022-03-25T18:47:18Z
"As a former democrat voting, hard-left leaning, pro-democratic-socialism-wanting, independent... every time I listen to you talk or read the comments from your followers... I can’t help but smile and feel so grateful that I woke up and unplugged myself from the matrix. Life is so much better without all that baggage. Thanks for the happy reminder! 👍🏻''The verbal assault and name calling may now commence 🌹🌈🦄☀️😊",2022-03-25T18:43:57Z
This video is so difficult to watch it so frustrating,2022-03-25T18:43:29Z
lmao he defines woman as the absence of man,2022-03-25T18:42:21Z
It is like the multiverse.,2022-03-25T18:41:53Z
You did a great job.,2022-03-25T18:39:58Z
"Barrett couldn’t answer a question on the constitution at her confirmation either.!!!She,even though not properly qualified,she still got confirmed.!!!!",2022-03-25T18:39:20Z
I think the definition of woman or man is not clearly defined and largely depends on your background and perspective. I think those definitions are in constant flux.,2022-03-25T18:38:02Z
rekt,2022-03-25T18:37:12Z
"My final opinion on trans gender people.. ahem... give them their own bathrooms, and sports teams. Final answer. Would that be so fuking tough ?",2022-03-25T18:34:42Z
"Did he literally bring you onto the show to define “woman”? I mean, it’s an 11 min video talking someone else not defining what a woman is and then tries to get you to define it, and then end the segment. That’s simply ridiculous waste of your time on that show. Not to say you may not have made an impact of a viewer/listener, but I’m sure there are so many things that are worth discussing with you and he chose this to talk about for 11 freakin minutes?! Good job for just not losing your cool with his idiocy!",2022-03-25T18:32:16Z
"When that guy on the left (physically) grins that weird smile, I think, .... some village is missing it's idiot.",2022-03-25T18:31:48Z
"'https://youtu.be/dwOSlwtyA_M?t=398"">https://youtu.be/dwOSlwtyA_M?t=398'  ''Just tell me what a woman is - from a legal perspective, a constitutional perspective, from a philosophical - I mean whatever, whatever' 'The interview host misrepresented the question  - maybe Blackburn's 'intend' was to ask about legal / constitutional / philosophical perspective, but that is not how the question was phrased in the hearing - I know it, because I happened to watch that segment of the hearings.",2022-03-25T18:31:07Z
He is trying to have it both ways. The arguing about 'what is a woman' goes down a rabbit hole political wise. If she would have describe a woman than Republicans would have made it a transgender back n forth debate. That's what they wanted.,2022-03-25T18:29:57Z
the fact that max got called out for backtracking and couldn't remember what he said 20 seconds ago is funny.,2022-03-25T18:25:48Z
'You are misrepresenting what I said'....no he did not. You got owned and cannot handle it. What a smug pos. The republicans senators ask irrelevant questions ALL THE TIME in these hearings. The republicans only use these hearings as a political platform on primetime to grandstand and show their base that they sure care about the these noneissues that are SOOOOOOO important to the ignorant rightwingers they need to vote for them.,2022-03-25T18:24:02Z
She doesn't play to her base. She does her job based on the law. Something that Republicans will never understand.,2022-03-25T18:21:52Z
I could watch this over and over!,2022-03-25T18:20:53Z
This comment section makes me baffled by progressive thinking. You can't define what a woman is and you want to be taken serious in any kind of intellectual context. Its.... mind numbing.,2022-03-25T18:19:56Z
The issue with definitions and dictionaries is that language and usage changes. That’s the whole point. The document what they (concepts and words) mean right now. They aren’t meant to be eternal. That’s a whole conversation and etymology.,2022-03-25T18:19:37Z
"He just can’t physically stop himself from interrupting. He was desperate to not lose control of the show. That much was obvious. And… I did rewind, he totally lied.",2022-03-25T18:15:27Z
Packman is not progressive: rather a centrist.,2022-03-25T18:15:09Z
'The issue of defining woman hotly debated online by Rightwing Social Media as a measure of qualification criteria for Jackson to become a Supreme Justice?????  Hmmmmm.....given their levels of education well below the Harvard entry requirements........!!!!',2022-03-25T18:13:46Z
"'What is a woman' was a gotcha question in the context of the nomination hearings.  If you don't know where the question leads to, it is best to bob and weave and avoid it just like Jackson did.  Better to go down that path of 'what, can't answer this question', then to get lead into the rest of the follow on punches.",2022-03-25T18:13:10Z
Well done David.,2022-03-25T18:10:55Z
"Copy and pasted(I’m dyslexic as hell)'Comment from below, don’t fall for sneaky tricks in debates to smear the other speeker''Tronkoop'1 hour ago'At 'https://www.youtube.com/watch?v=dwOSlwtyA_M't=6m28s"">6:28', Michael Knowles says Marsha Blackburn didn’t ask for the biological definition or the dictionary definition. That’s what KJ added. She said “I’m not a biologist” But all Marsha Blackburn asked was “Just tell me what a woman is''After this, Knowles goes on to list any definition that could have been given that would have sufficed as an answer to Blackburn’s question i.e. philosophical, legal, constitutional etc. Knowles was trying to point out to David that Blackburn wasn't asking for the legal definition. He had clearly stopped quoting her at this point. When David jumped on him for it, Knowles quickly tried to clarify that he wasn't saying she said that, just that those were sufficient answers to the question because the question was simply 'What is a woman' and left open to interpretation from there.'''Let's try to understand what people are saying at not call people 'clowns' simply because you don't understand what they are saying.",2022-03-25T18:08:16Z
Blackburn said what is a woman. Then said..you can't tell me what a woman is? She did NOT say define or legal,2022-03-25T18:07:36Z
"Here's an example of when Pakman says these types of questions are designed to 'back her up into rhetorical corners.' When Michael Knowles defines a woman as 'a female human being, and a female is of or denoting the sex that can bare children and reproduce and produce eggs.' he is demonstrating a position as Pakman describes as being 'dishonest or ignorant.' Some Woman, like men, are born sterile, are they not actually woman? Many woman are in menopause and cannot reproduce, are they not actually woman? Woman are born with all the eggs they will have, they produce eggs like you produce kidneys, are NO woman ACTUALLY woman? Well of course this is all absurd, but it indicates that Knowles is not arguing with reason and therefore should not be taken seriously on this issue. Judge Jackson wants to be considered based on her rulings as they pertain to the merits of actual cases and will not open herself to this type of criticism. This is why she got bipartisan support, including from Sen. Lyndsey Graham, on the apelet court appointment, because she can be taken seriously unlike this guy.",2022-03-25T18:07:24Z
"It used to be 'believe all women...', now...they cant define 'what is a woman'.",2022-03-25T18:06:31Z
"We are in serious trouble, these republicans are going to destroy this country to shove their agenda on people.",2022-03-25T18:03:10Z
I would like to hear this guy's definition of what a man and woman are. I wish KBJ had said that based on the Bible a woman is a person made from a mans rib. I'd love to have seen the look on Blackburns face. 😆,2022-03-25T18:02:51Z
This is coming from the daily wire with Russian sympathizing Hosts such as Ben shapiro who can't even admit hes Jewish.,2022-03-25T17:58:26Z
"Omg the stupid smile when he says 'or not answer' like, yeah whenever sue tried to answer she would get interrupted 4 words in. Just like he kept trying to do to David.",2022-03-25T17:57:53Z
"@'https://www.youtube.com/watch?v=dwOSlwtyA_M't=06m38s"">06:38' Knowles asked exactly that. 'Legal, Constitutional, Philosophical' then gas lights the audience that he didn't'How can he expect people to trust him with that Trumpian disconnect with his own words",2022-03-25T17:57:33Z
"Your misrepresenting him, David is so smug! Very good with words but low on good faith. Switch from word games to gotcha moments. How dose a judge decide if convicted who goes to a mens or woman’s prison ? Can you self select?",2022-03-25T17:56:27Z
"Fantastic! Really, really wonderful David! You are a treasure!",2022-03-25T17:54:02Z
"The dumbing down of issues is so aggravating. If this guy's definition of a 'woman' is someone who isn't a man, then he really doesn't know how sexist he truly is and his own internal bias on any gender based issue. I'd love to hear this guy's take on someone who is born with both male AND female genitalia...because that does happen more frequently than people know.",2022-03-25T17:52:33Z
Look at all the wrong things about this country and all conservatives want to talk about is trans people.,2022-03-25T17:52:23Z
These issues have been around since before same sex marriage was legalized in 2015.  Why were the prior 3 Justices not asked these questions? 🤔,2022-03-25T17:52:22Z
"Ggs but nothing was accomplished here, Knowles is a troll.",2022-03-25T17:50:55Z
Really wish you could’ve debated her other positions such as defending Guantanamo detainees etc. instead of this dumb shit,2022-03-25T17:50:33Z
"What a deuce. Deflecting, projecting ,disingenuous ,. And yes lieing . Why is that any (normal) can listen to their bs for 5 minutes and see riech thru them and their manipulations to weaker minds. obviously packman is immune to their narcissistic behaviors .",2022-03-25T17:49:29Z
I honestly thought this was pretty civil.,2022-03-25T17:49:03Z
David you did amazing. Please keep doing this.,2022-03-25T17:43:06Z
"'Let's talk about real issues..'  From his lips to God's ears.  This is idiocy.  That said, I appreciate the civil conversation.  Everything doesn't always have to be so friggin heavy.",2022-03-25T17:40:06Z
